id	well	plate	total_reads	coverage	genecounts	treatment	RNAlibBatch	RNAseqBatch	DNAlibBatch	DNAseqBatch	egglayBatch	eclosionBatch	platingBatch	part	mainchrgenecounts
206_B1_h	206_B1	B1	206	15362084	7.48509	1385883	1	2	3	3	4	1	8	26	head	994179
206_B10_b	206_B10	B10	206	14785762	7.116	3181403	1	5	3	2	2	1	8	26	body	2636560
206_B10_h	206_B10	B10	206	14785762	7.116	3776180	1	2	3	3	4	1	8	26	head	3126490
206_B11_h	206_B11	B11	206	16751334	7.99726	3617009	1	2	3	3	4	1	8	26	head	2935570
206_B12_h	206_B12	B12	206	16451148	7.974	3894401	1	2	3	3	4	1	8	26	head	3149846
206_B3_b	206_B3	B3	206	9362820	4.50762	3145261	1	5	3	2	2	1	8	26	body	2600035
206_B3_h	206_B3	B3	206	9362820	4.50762	2682861	1	2	3	3	4	1	8	26	head	1977372
206_B4_b	206_B4	B4	206	14796514	7.01878	4069175	1	5	3	2	2	1	8	26	body	3338511
206_B4_h	206_B4	B4	206	14796514	7.01878	2741743	1	2	3	3	4	1	8	26	head	2248447
206_B5_b	206_B5	B5	206	17810644	8.033	4902616	1	5	3	2	2	1	8	26	body	3979508
206_B5_h	206_B5	B5	206	17810644	8.033	3101094	1	2	3	3	4	1	8	26	head	2417436
206_B6_b	206_B6	B6	206	13001102	6.25404	4766235	1	5	3	2	2	1	8	26	body	3799731
206_B6_h	206_B6	B6	206	13001102	6.25404	5120401	1	2	3	3	4	1	8	26	head	4329693
206_B7_b	206_B7	B7	206	18356080	8.71018	7936532	1	5	3	2	2	1	8	26	body	6421617
206_B8_b	206_B8	B8	206	17432884	8.16733	4839458	1	5	3	2	2	1	8	26	body	3885307
206_B9_b	206_B9	B9	206	16882024	7.7025	6428496	1	5	3	2	2	1	8	26	body	5178288
206_B9_h	206_B9	B9	206	16882024	7.7025	4207976	1	2	3	3	4	1	8	26	head	3449162
206_C1_h	206_C1	C1	206	9725598	4.91634	2398975	1	2	3	3	4	1	8	26	head	1810760
206_C10_b	206_C10	C10	206	16194268	6.96414	3973611	1	5	3	2	2	1	8	26	body	3409269
206_C10_h	206_C10	C10	206	16194268	6.96414	2879179	1	2	3	3	4	1	8	26	head	2344791
206_C11_h	206_C11	C11	206	19090000	9.6002	1528706	1	2	3	3	4	1	8	26	head	1139892
206_C2_b	206_C2	C2	206	16353896	6.01609	2467774	1	5	3	2	2	1	8	26	body	1952033
206_C2_h	206_C2	C2	206	16353896	6.01609	2823383	1	2	3	3	4	1	8	26	head	2166199
206_C3_b	206_C3	C3	206	12512824	6.23558	3235902	1	5	3	2	2	1	8	26	body	2548443
206_C3_h	206_C3	C3	206	12512824	6.23558	4485440	1	2	3	3	4	1	8	26	head	3620930
206_C4_b	206_C4	C4	206	12098248	5.41852	3403912	1	5	3	2	2	1	8	26	body	2781365
206_C4_h	206_C4	C4	206	12098248	5.41852	3172541	1	2	3	3	4	1	8	26	head	2585647
206_C5_b	206_C5	C5	206	15173392	6.91637	5553586	1	5	3	2	2	1	8	26	body	4683790
206_C5_h	206_C5	C5	206	15173392	6.91637	3498372	1	2	3	3	4	1	8	26	head	2667108
206_C7_b	206_C7	C7	206	20024208	8.71982	5652859	1	5	3	2	2	1	8	26	body	4527349
206_C7_h	206_C7	C7	206	20024208	8.71982	4495991	1	2	3	3	4	1	8	26	head	3560714
206_C8_b	206_C8	C8	206	21842728	9.21022	7670149	1	5	3	2	2	1	8	26	body	6363190
206_C8_h	206_C8	C8	206	21842728	9.21022	5468477	1	2	3	3	4	1	8	26	head	4496685
206_C9_b	206_C9	C9	206	17262914	7.83372	3714100	1	5	3	2	2	1	8	26	body	3057922
206_C9_h	206_C9	C9	206	17262914	7.83372	5406698	1	2	3	3	4	1	8	26	head	4727662
206_D1_h	206_D1	D1	206	15645374	7.33089	930245	1	2	3	3	4	1	8	26	head	726610
206_D10_b	206_D10	D10	206	15085402	7.34589	1606477	1	5	3	2	2	1	8	26	body	1257608
206_D10_h	206_D10	D10	206	15085402	7.34589	6344591	1	2	3	3	4	1	8	26	head	5375720
206_D11_h	206_D11	D11	206	12560702	6.05501	2249344	1	2	3	3	4	1	8	26	head	1805098
206_D2_b	206_D2	D2	206	15469378	6.9699	1098839	1	5	3	2	2	1	8	26	body	844509
206_D2_h	206_D2	D2	206	15469378	6.9699	4552900	1	2	3	3	4	1	8	26	head	3773329
206_D3_b	206_D3	D3	206	19486140	8.63914	1860995	1	5	3	2	2	1	8	26	body	1447213
206_D3_h	206_D3	D3	206	19486140	8.63914	4948636	1	2	3	3	4	1	8	26	head	4109102
206_D4_b	206_D4	D4	206	7241220	3.29225	988251	1	5	3	2	2	1	8	26	body	773346
206_D4_h	206_D4	D4	206	7241220	3.29225	3977505	1	2	3	3	4	1	8	26	head	3272399
206_D5_b	206_D5	D5	206	8201328	3.94293	862971	1	5	3	2	2	1	8	26	body	676682
206_D5_h	206_D5	D5	206	8201328	3.94293	3461330	1	2	3	3	4	1	8	26	head	2708372
206_D6_b	206_D6	D6	206	22962116	9.99288	2654714	1	5	3	2	2	1	8	26	body	1989355
206_D6_h	206_D6	D6	206	22962116	9.99288	3800984	1	2	3	3	4	1	8	26	head	3066785
206_D7_b	206_D7	D7	206	7794408	3.7531	927814	1	5	3	2	2	1	8	26	body	759176
206_D7_h	206_D7	D7	206	7794408	3.7531	3688768	1	2	3	3	4	1	8	26	head	2946519
206_D8_b	206_D8	D8	206	18799500	8.81254	1656316	1	5	3	2	2	1	8	26	body	1271419
206_D9_b	206_D9	D9	206	11040280	5.30053	1380780	1	5	3	2	2	1	8	26	body	1088607
206_D9_h	206_D9	D9	206	11040280	5.30053	4612414	1	2	3	3	4	1	8	26	head	3832874
206_E1_b	206_E1	E1	206	12031182	6.08134	3738661	1	5	3	2	2	1	8	26	body	2995889
206_E1_h	206_E1	E1	206	12031182	6.08134	5719387	1	2	3	3	4	1	8	26	head	4614492
206_E10_b	206_E10	E10	206	16412488	7.5819	2752472	1	5	3	2	2	1	8	26	body	2256374
206_E10_h	206_E10	E10	206	16412488	7.5819	4455354	1	2	3	3	4	1	8	26	head	3660343
206_E11_h	206_E11	E11	206	16873272	8.00492	2195632	1	2	3	3	4	1	8	26	head	1660167
206_E12_h	206_E12	E12	206	19073138	9.03686	3570272	1	2	3	3	4	1	8	26	head	2918330
206_E2_b	206_E2	E2	206	11017906	5.38198	3984283	1	5	3	2	2	1	8	26	body	3266062
206_E2_h	206_E2	E2	206	11017906	5.38198	4102781	1	2	3	3	4	1	8	26	head	3332325
206_E3_b	206_E3	E3	206	13342226	6.0071	3949675	1	5	3	2	2	1	8	26	body	3278227
206_E3_h	206_E3	E3	206	13342226	6.0071	7836062	1	2	3	3	4	1	8	26	head	6601657
206_E5_b	206_E5	E5	206	17086902	7.18911	5076295	1	5	3	2	2	1	8	26	body	4166176
206_E5_h	206_E5	E5	206	17086902	7.18911	9232969	1	2	3	3	4	1	8	26	head	8026235
206_E6_b	206_E6	E6	206	23125698	10.4156	7256298	1	5	3	2	2	1	8	26	body	6135522
206_E6_h	206_E6	E6	206	23125698	10.4156	6027093	1	2	3	3	4	1	8	26	head	5123459
206_E7_b	206_E7	E7	206	17116044	8.05862	3602661	1	5	3	2	2	1	8	26	body	2976714
206_E7_h	206_E7	E7	206	17116044	8.05862	5197346	1	2	3	3	4	1	8	26	head	4350642
206_E8_b	206_E8	E8	206	14381318	6.4518	4979081	1	5	3	2	2	1	8	26	body	4111554
206_E9_b	206_E9	E9	206	5429936	2.69108	4722220	1	5	3	2	2	1	8	26	body	3928696
206_E9_h	206_E9	E9	206	5429936	2.69108	1746634	1	2	3	3	4	1	8	26	head	1470125
206_F1_b	206_F1	F1	206	10052842	4.87797	4749493	1	5	3	2	2	1	8	26	body	3858326
206_F1_h	206_F1	F1	206	10052842	4.87797	530265	1	2	3	3	4	1	8	26	head	462471
206_F10_b	206_F10	F10	206	23519080	10.5415	5353871	1	5	3	2	2	1	8	26	body	4535776
206_F10_h	206_F10	F10	206	23519080	10.5415	4883949	1	2	3	3	4	1	8	26	head	3964312
206_F11_h	206_F11	F11	206	16925984	8.16655	2536536	1	2	3	3	4	1	8	26	head	2037821
206_F12_h	206_F12	F12	206	5271418	2.87632	2192128	1	2	3	3	4	1	8	26	head	1701333
206_F3_b	206_F3	F3	206	13300980	6.18874	4975302	1	5	3	2	2	1	8	26	body	4060389
206_F3_h	206_F3	F3	206	13300980	6.18874	5816774	1	2	3	3	4	1	8	26	head	4706961
206_F4_b	206_F4	F4	206	17278126	7.95959	4140287	1	5	3	2	2	1	8	26	body	3450265
206_F4_h	206_F4	F4	206	17278126	7.95959	4765330	1	2	3	3	4	1	8	26	head	4103460
206_F5_b	206_F5	F5	206	13035838	6.22304	4779610	1	5	3	2	2	1	8	26	body	3961476
206_F5_h	206_F5	F5	206	13035838	6.22304	4843263	1	2	3	3	4	1	8	26	head	3978166
206_F6_b	206_F6	F6	206	18506658	8.69951	8102138	1	5	3	2	2	1	8	26	body	6780745
206_F6_h	206_F6	F6	206	18506658	8.69951	2994286	1	2	3	3	4	1	8	26	head	2299492
206_F7_b	206_F7	F7	206	25521242	11.3237	5914332	1	5	3	2	2	1	8	26	body	4776139
206_F7_h	206_F7	F7	206	25521242	11.3237	3634129	1	2	3	3	4	1	8	26	head	2915912
206_F8_b	206_F8	F8	206	20816204	9.99628	6780071	1	5	3	2	2	1	8	26	body	5605957
206_F8_h	206_F8	F8	206	20816204	9.99628	2549489	1	2	3	3	4	1	8	26	head	1976025
206_F9_b	206_F9	F9	206	17738780	8.69215	5414987	1	5	3	2	2	1	8	26	body	4464913
206_F9_h	206_F9	F9	206	17738780	8.69215	4353546	1	2	3	3	4	1	8	26	head	3529219
206_G1_b	206_G1	G1	206	13646120	6.41748	4574551	1	5	3	2	2	1	8	26	body	3573325
206_G1_h	206_G1	G1	206	13646120	6.41748	5032270	1	2	3	3	4	1	8	26	head	4105021
206_G10_b	206_G10	G10	206	18677934	8.80851	4849013	1	5	3	2	2	1	8	26	body	3984091
206_G10_h	206_G10	G10	206	18677934	8.80851	5450703	1	2	3	3	4	1	8	26	head	4361928
206_G11_h	206_G11	G11	206	9120042	4.28318	2785869	1	2	3	3	4	1	8	26	head	2220293
206_G12_h	206_G12	G12	206	22435304	10.665	6251691	1	2	3	3	4	1	8	26	head	5266554
206_G2_b	206_G2	G2	206	13571108	6.1414	3022100	1	5	3	2	2	1	8	26	body	2527599
206_G2_h	206_G2	G2	206	13571108	6.1414	6397494	1	2	3	3	4	1	8	26	head	5296692
206_G3_b	206_G3	G3	206	17360880	7.36888	4738761	1	5	3	2	2	1	8	26	body	3846994
206_G3_h	206_G3	G3	206	17360880	7.36888	4139870	1	2	3	3	4	1	8	26	head	3336574
206_G4_b	206_G4	G4	206	5162358	2.65873	1975596	1	5	3	2	2	1	8	26	body	1607672
206_G5_b	206_G5	G5	206	11297588	5.33023	5419842	1	5	3	2	2	1	8	26	body	4396629
206_G5_h	206_G5	G5	206	11297588	5.33023	5399021	1	2	3	3	4	1	8	26	head	4355094
206_G6_b	206_G6	G6	206	12465300	5.93639	6605015	1	5	3	2	2	1	8	26	body	5356019
206_G6_h	206_G6	G6	206	12465300	5.93639	6178686	1	2	3	3	4	1	8	26	head	5193428
206_G7_b	206_G7	G7	206	19608044	8.70842	6081169	1	5	3	2	2	1	8	26	body	4996610
206_G7_h	206_G7	G7	206	19608044	8.70842	3388160	1	2	3	3	4	1	8	26	head	2701754
206_G8_b	206_G8	G8	206	15172128	7.00949	5441161	1	5	3	2	2	1	8	26	body	4520355
206_G8_h	206_G8	G8	206	15172128	7.00949	4241175	1	2	3	3	4	1	8	26	head	3513674
206_G9_b	206_G9	G9	206	16190398	7.273	5906016	1	5	3	2	2	1	8	26	body	4945748
206_G9_h	206_G9	G9	206	16190398	7.273	5155875	1	2	3	3	4	1	8	26	head	4447275
206_H1_b	206_H1	H1	206	8812174	4.03406	5268351	1	5	3	2	2	1	8	26	body	4480866
206_H1_h	206_H1	H1	206	8812174	4.03406	6782119	1	2	3	3	4	1	8	26	head	5080961
206_H10_b	206_H10	H10	206	29872068	12.196	12540239	1	5	3	2	2	1	8	26	body	10171256
206_H10_h	206_H10	H10	206	29872068	12.196	5949357	1	2	3	3	4	1	8	26	head	4867718
206_H11_h	206_H11	H11	206	10524556	4.7361	4503958	1	2	3	3	4	1	8	26	head	3638081
206_H2_b	206_H2	H2	206	13735416	6.19588	4464185	1	5	3	2	2	1	8	26	body	3672751
206_H6_h	206_H6	H6	206	25344116	9.4413	6432020	1	2	3	3	4	1	8	26	head	5398461
206_H7_b	206_H7	H7	206	22442986	9.37495	961362	1	5	3	2	2	1	8	26	body	826530
206_H7_h	206_H7	H7	206	22442986	9.37495	7223974	1	2	3	3	4	1	8	26	head	5879192
206_H8_b	206_H8	H8	206	16524072	7.26444	10950109	1	5	3	2	2	1	8	26	body	8831839
206_H8_h	206_H8	H8	206	16524072	7.26444	4996575	1	2	3	3	4	1	8	26	head	4125830
206_H9_b	206_H9	H9	206	21389044	9.30691	11654841	1	5	3	2	2	1	8	26	body	9200916
206_H9_h	206_H9	H9	206	21389044	9.30691	3350756	1	2	3	3	4	1	8	26	head	2677551
25_A1_b	25_A1	A1	25	16088470	9.7343	3594303	1	5	3	2	2	2	2	20	body	2877900
25_A10_b	25_A10	A10	25	7834466	5.30932	4063803	1	5	3	2	2	2	2	20	body	3355008
25_A11_b	25_A11	A11	25	10925112	6.55599	5155006	1	5	3	2	2	2	2	20	body	4213981
25_A12_b	25_A12	A12	25	13480678	8.23343	5853535	1	5	3	2	2	2	2	20	body	4799184
25_A2_b	25_A2	A2	25	12774166	7.74	2577688	1	5	3	2	2	2	2	20	body	2171771
25_A3_b	25_A3	A3	25	17543000	10.7424	4485160	1	5	3	2	2	2	2	20	body	3735139
25_A4_b	25_A4	A4	25	16046400	9.66979	2664257	1	5	3	2	2	2	2	20	body	2200528
25_A5_b	25_A5	A5	25	16623440	10.273	1900619	1	5	3	2	2	2	2	20	body	1621168
25_A6_b	25_A6	A6	25	16833700	10.2597	2728402	1	5	3	2	2	2	2	20	body	2290740
25_A7_b	25_A7	A7	25	16829726	10.0542	4517377	1	5	3	2	2	2	2	20	body	3773388
25_A8_b	25_A8	A8	25	16390544	10.0844	3769054	1	5	3	2	2	2	2	20	body	3183761
25_A9_b	25_A9	A9	25	14168772	8.67994	5823762	1	5	3	2	2	2	2	20	body	4888168
25_B1_b	25_B1	B1	25	15108554	9.06993	2210081	1	5	3	2	2	2	2	20	body	1833438
25_B10_b	25_B10	B10	25	14011654	8.57224	3598198	1	5	3	2	2	2	2	20	body	3052633
25_B11_b	25_B11	B11	25	12927138	7.76984	2182648	1	5	3	2	2	2	2	20	body	1856860
25_B12_b	25_B12	B12	25	8042950	4.83613	7042026	1	5	3	2	2	2	2	20	body	5775786
25_B2_b	25_B2	B2	25	3065504	1.89094	5145897	1	5	3	2	2	2	2	20	body	4249137
25_B3_b	25_B3	B3	25	8999666	5.46066	1062153	1	5	3	2	2	2	2	20	body	890364
25_B4_b	25_B4	B4	25	9447788	5.81279	4377595	1	5	3	2	2	2	2	20	body	3640266
25_B5_b	25_B5	B5	25	16709934	10.149	3055862	1	5	3	2	2	2	2	20	body	2531498
25_B6_b	25_B6	B6	25	14767356	8.84125	2966481	1	5	3	2	2	2	2	20	body	2492120
25_B7_b	25_B7	B7	25	15847982	9.76134	4636099	1	5	3	2	2	2	2	20	body	3919925
25_B8_b	25_B8	B8	25	16953632	10.1435	3419098	1	5	3	2	2	2	2	20	body	2885477
25_B9_b	25_B9	B9	25	15672532	9.31042	4415385	1	5	3	2	2	2	2	20	body	3760417
25_C1_b	25_C1	C1	25	7263326	4.33298	4321683	1	5	3	2	2	2	2	20	body	3578676
25_C10_b	25_C10	C10	25	15433608	9.11279	3730226	1	5	3	2	2	2	2	20	body	3113162
25_C11_b	25_C11	C11	25	12297094	7.56263	3980589	1	5	3	2	2	2	2	20	body	3250237
25_C12_b	25_C12	C12	25	10711216	6.41998	6363872	1	5	3	2	2	2	2	20	body	5238468
25_C2_b	25_C2	C2	25	11063578	6.88841	3349380	1	5	3	2	2	2	2	20	body	2782467
25_C3_b	25_C3	C3	25	10838122	6.77984	2855222	1	5	3	2	2	2	2	20	body	2359385
25_C4_b	25_C4	C4	25	15432398	9.46322	3599067	1	5	3	2	2	2	2	20	body	2968905
25_C5_b	25_C5	C5	25	17036768	10.0323	3817126	1	5	3	2	2	2	2	20	body	3114396
25_C6_b	25_C6	C6	25	17854240	10.7958	3885338	1	5	3	2	2	2	2	20	body	3186149
25_C7_b	25_C7	C7	25	19138592	11.3174	5283476	1	5	3	2	2	2	2	20	body	4485062
25_C8_b	25_C8	C8	25	19470036	11.4854	3612422	1	5	3	2	2	2	2	20	body	3024509
25_C9_b	25_C9	C9	25	13044626	7.59003	3228975	1	5	3	2	2	2	2	20	body	2679230
25_D1_b	25_D1	D1	25	15647876	9.58411	4101492	1	5	3	2	2	2	2	20	body	3265722
25_D10_b	25_D10	D10	25	12821876	7.78008	4403023	1	5	3	2	2	2	2	20	body	3705221
25_D11_b	25_D11	D11	25	10542372	6.46309	4478998	1	5	3	2	2	2	2	20	body	3613933
25_D12_b	25_D12	D12	25	10910222	6.72229	9390852	1	5	3	2	2	2	2	20	body	7864891
25_D2_b	25_D2	D2	25	15446692	9.02234	3528052	1	5	3	2	2	2	2	20	body	2952862
25_D3_b	25_D3	D3	25	15812946	9.34683	3869809	1	5	3	2	2	2	2	20	body	3093933
25_D4_b	25_D4	D4	25	16275224	9.61722	3917601	1	5	3	2	2	2	2	20	body	3249522
25_D5_b	25_D5	D5	25	14035974	8.41111	6383462	1	5	3	2	2	2	2	20	body	5354324
25_D6_b	25_D6	D6	25	9281508	5.57602	4235571	1	5	3	2	2	2	2	20	body	3536925
25_D7_b	25_D7	D7	25	15021410	9.14068	5519902	1	5	3	2	2	2	2	20	body	4580727
25_D8_b	25_D8	D8	25	15487330	9.53928	5580049	1	5	3	2	2	2	2	20	body	4594930
25_D9_b	25_D9	D9	25	13371552	8.14662	3041917	1	5	3	2	2	2	2	20	body	2603610
25_E1_b	25_E1	E1	25	12226574	7.57485	3878584	1	5	3	2	2	2	2	20	body	3199163
25_E10_b	25_E10	E10	25	15645390	9.36262	3873022	1	5	3	2	2	2	2	20	body	3253832
25_E11_b	25_E11	E11	25	12081960	7.31719	3886507	1	5	3	2	2	2	2	20	body	3227062
25_E2_b	25_E2	E2	25	11589088	7.08601	5209622	1	5	3	2	2	2	2	20	body	4347417
25_E3_b	25_E3	E3	25	15533828	9.4177	5602361	1	5	3	2	2	2	2	20	body	4712718
25_E4_b	25_E4	E4	25	15370412	9.36458	6618972	1	5	3	2	2	2	2	20	body	5512193
25_E5_b	25_E5	E5	25	17694940	10.5414	6350614	1	5	3	2	2	2	2	20	body	5274570
25_E6_b	25_E6	E6	25	17932536	10.7221	6938131	1	5	3	2	2	2	2	20	body	5871137
25_E7_b	25_E7	E7	25	16264386	9.96727	5452507	1	5	3	2	2	2	2	20	body	4532535
25_E8_b	25_E8	E8	25	13854624	8.36258	4321370	1	5	3	2	2	2	2	20	body	3608425
25_E9_b	25_E9	E9	25	14050962	8.61484	3591367	1	5	3	2	2	2	2	20	body	3041567
25_F1_b	25_F1	F1	25	16911782	10.277	4964391	1	5	3	2	2	2	2	20	body	3967002
25_F10_b	25_F10	F10	25	14501874	8.70846	4116542	1	5	3	2	2	2	2	20	body	3442146
25_F11_b	25_F11	F11	25	12446030	6.8274	6762921	1	5	3	2	2	2	2	20	body	5542220
25_F2_b	25_F2	F2	25	15448886	9.35602	2640223	1	5	3	2	2	2	2	20	body	2087964
25_F3_b	25_F3	F3	25	14990246	9.10942	4760837	1	5	3	2	2	2	2	20	body	3840643
25_F4_b	25_F4	F4	25	14310004	8.59944	4701307	1	5	3	2	2	2	2	20	body	3779699
25_F5_b	25_F5	F5	25	15176294	9.34668	5025751	1	5	3	2	2	2	2	20	body	4153922
25_F6_b	25_F6	F6	25	11664428	7.16536	5720117	1	5	3	2	2	2	2	20	body	4738362
25_F7_b	25_F7	F7	25	17216764	10.1527	6533588	1	5	3	2	2	2	2	20	body	5317937
25_F8_b	25_F8	F8	25	14674340	8.89625	6913327	1	5	3	2	2	2	2	20	body	5577345
25_F9_b	25_F9	F9	25	12862530	7.95712	625670	1	5	3	2	2	2	2	20	body	530879
25_G1_b	25_G1	G1	25	14743928	8.80812	3082367	1	5	3	2	2	2	2	20	body	2442024
25_G10_b	25_G10	G10	25	14880854	8.94537	6437991	1	5	3	2	2	2	2	20	body	5294060
25_G11_b	25_G11	G11	25	5198078	3.12246	7124526	1	5	3	2	2	2	2	20	body	5949523
25_G12_b	25_G12	G12	25	13682406	8.34483	8217983	1	5	3	2	2	2	2	20	body	6840640
25_G3_b	25_G3	G3	25	17479940	10.2321	5085799	1	5	3	2	2	2	2	20	body	4175476
25_G4_b	25_G4	G4	25	12681930	7.99587	2305958	1	5	3	2	2	2	2	20	body	1930900
25_G5_b	25_G5	G5	25	16093648	10.0065	3905108	1	5	3	2	2	2	2	20	body	3166578
25_G6_b	25_G6	G6	25	16064768	9.61864	5367212	1	5	3	2	2	2	2	20	body	4453203
25_G7_b	25_G7	G7	25	18391458	10.6707	6002212	1	5	3	2	2	2	2	20	body	4969094
25_G8_b	25_G8	G8	25	13585830	8.05125	1241232	1	5	3	2	2	2	2	20	body	1088055
25_G9_b	25_G9	G9	25	14047546	8.55386	5783309	1	5	3	2	2	2	2	20	body	4772148
25_H10_b	25_H10	H10	25	16349258	9.73008	4997290	1	5	3	2	2	2	2	20	body	4150456
25_H2_b	25_H2	H2	25	16434826	9.91675	3606023	1	5	3	2	2	2	2	20	body	2972408
25_H3_b	25_H3	H3	25	17594902	10.5907	5211049	1	5	3	2	2	2	2	20	body	4238662
25_H4_b	25_H4	H4	25	18491062	11.2384	3712503	1	5	3	2	2	2	2	20	body	3056158
25_H5_b	25_H5	H5	25	16772472	10.3302	3643218	1	5	3	2	2	2	2	20	body	3043652
25_H6_b	25_H6	H6	25	25174970	14.1064	5719862	1	5	3	2	2	2	2	20	body	4664698
25_H7_b	25_H7	H7	25	19139060	11.2611	7738665	1	5	3	2	2	2	2	20	body	6361339
25_H8_b	25_H8	H8	25	17367420	10.448	4140845	1	5	3	2	2	2	2	20	body	3388602
25_H9_b	25_H9	H9	25	14443590	8.80676	6593197	1	5	3	2	2	2	2	20	body	5475173
31_A10_b	31_A10	A10	31	5896150	3.95483	2967896	1	5	3	2	2	2	2	20	body	2487814
31_A11_b	31_A11	A11	31	10294234	6.09493	3584712	1	5	3	2	2	2	2	20	body	2899646
31_A12_b	31_A12	A12	31	10640806	6.50643	3855455	1	5	3	2	2	2	2	20	body	3078056
31_A2_b	31_A2	A2	31	12095314	7.53404	1555239	1	5	3	2	2	2	2	20	body	1263319
31_A3_b	31_A3	A3	31	13137686	7.99456	3069554	1	5	3	2	2	2	2	20	body	2493820
31_A4_b	31_A4	A4	31	14674186	9.02311	1911601	1	5	3	2	2	2	2	20	body	1509281
31_A5_b	31_A5	A5	31	14299004	8.76968	1976981	1	5	3	2	2	2	2	20	body	1631788
31_A6_b	31_A6	A6	31	16116056	9.65512	2236761	1	5	3	2	2	2	2	20	body	1798951
31_A7_b	31_A7	A7	31	11556432	6.92171	4273235	1	5	3	2	2	2	2	20	body	3391917
31_A8_b	31_A8	A8	31	11998968	7.27416	3660495	1	5	3	2	2	2	2	20	body	3006383
31_B10_b	31_B10	B10	31	9587280	6.00185	1759422	1	5	3	2	2	2	2	20	body	1479388
31_B11_b	31_B11	B11	31	9838388	6.07776	1530284	1	5	3	2	2	2	2	20	body	1225186
31_B12_b	31_B12	B12	31	10075430	6.13008	4899084	1	5	3	2	2	2	2	20	body	4078077
31_B2_b	31_B2	B2	31	3400382	2.06412	2282588	1	5	3	2	2	2	2	20	body	1877855
31_B3_b	31_B3	B3	31	8863106	5.50132	1157243	1	5	3	2	2	2	2	20	body	962300
31_B4_b	31_B4	B4	31	10713300	6.70898	2304659	1	5	3	2	2	2	2	20	body	1864270
31_B5_b	31_B5	B5	31	12109348	7.38455	2689150	1	5	3	2	2	2	2	20	body	2153112
31_B6_b	31_B6	B6	31	11176760	6.86921	1976355	1	5	3	2	2	2	2	20	body	1631663
31_B7_b	31_B7	B7	31	11683520	7.06962	2389578	1	5	3	2	2	2	2	20	body	1940259
31_B8_b	31_B8	B8	31	11993130	7.38277	3367355	1	5	3	2	2	2	2	20	body	2791360
31_B9_b	31_B9	B9	31	11624880	7.03038	3007569	1	5	3	2	2	2	2	20	body	2431854
31_C10_b	31_C10	C10	31	11508262	6.97277	3317792	1	5	3	2	2	2	2	20	body	2785485
31_C11_b	31_C11	C11	31	9499168	5.85896	2865219	1	5	3	2	2	2	2	20	body	2403806
31_C12_b	31_C12	C12	31	9074700	5.64845	2638483	1	5	3	2	2	2	2	20	body	2194211
31_C2_b	31_C2	C2	31	8394318	5.3101	1545367	1	5	3	2	2	2	2	20	body	1279477
31_C3_b	31_C3	C3	31	4290984	2.66516	2378963	1	5	3	2	2	2	2	20	body	2009641
31_C4_b	31_C4	C4	31	11096890	6.82395	2330706	1	5	3	2	2	2	2	20	body	1885149
31_C5_b	31_C5	C5	31	11631066	7.12165	3360549	1	5	3	2	2	2	2	20	body	2705740
31_C6_b	31_C6	C6	31	10979156	6.80856	2415100	1	5	3	2	2	2	2	20	body	1934959
31_C7_b	31_C7	C7	31	13235024	7.96866	2432945	1	5	3	2	2	2	2	20	body	1956379
31_C8_b	31_C8	C8	31	14184602	8.42396	3639873	1	5	3	2	2	2	2	20	body	3043484
31_C9_b	31_C9	C9	31	12183548	7.22325	2907553	1	5	3	2	2	2	2	20	body	2356664
31_D10_b	31_D10	D10	31	8101818	4.92905	2259930	1	5	3	2	2	2	2	20	body	1865047
31_D11_b	31_D11	D11	31	8929616	5.49277	2330381	1	5	3	2	2	2	2	20	body	1909521
31_D3_b	31_D3	D3	31	11052860	6.66085	2886425	1	5	3	2	2	2	2	20	body	2405897
31_D4_b	31_D4	D4	31	11300828	6.77851	3055511	1	5	3	2	2	2	2	20	body	2478466
31_D5_b	31_D5	D5	31	10947824	6.64769	2741530	1	5	3	2	2	2	2	20	body	2222789
31_D6_b	31_D6	D6	31	12006828	7.22412	3835530	1	5	3	2	2	2	2	20	body	2986754
31_D7_b	31_D7	D7	31	10703728	6.64116	3372331	1	5	3	2	2	2	2	20	body	2785280
31_D8_b	31_D8	D8	31	11280548	6.92338	3952865	1	5	3	2	2	2	2	20	body	3230364
31_D9_b	31_D9	D9	31	9261850	5.75531	2223659	1	5	3	2	2	2	2	20	body	1800386
31_E1_b	31_E1	E1	31	8465486	5.22695	2374383	1	5	3	2	2	2	2	20	body	1982646
31_E10_b	31_E10	E10	31	10811492	6.46717	3664074	1	5	3	2	2	2	2	20	body	2982200
31_E11_b	31_E11	E11	31	9088328	5.60708	2289851	1	5	3	2	2	2	2	20	body	1874594
31_E2_b	31_E2	E2	31	8568434	5.48534	1623486	1	5	3	2	2	2	2	20	body	1331835
31_E3_b	31_E3	E3	31	11211884	6.757	2272456	1	5	3	2	2	2	2	20	body	1847178
31_E4_b	31_E4	E4	31	10744516	6.63968	2802825	1	5	3	2	2	2	2	20	body	2410233
31_E5_b	31_E5	E5	31	12476826	7.46809	3084797	1	5	3	2	2	2	2	20	body	2474978
31_E6_b	31_E6	E6	31	11881572	7.12372	3837500	1	5	3	2	2	2	2	20	body	3127363
31_E7_b	31_E7	E7	31	11161032	6.93297	3135645	1	5	3	2	2	2	2	20	body	2552893
31_E8_b	31_E8	E8	31	11930858	7.11418	3707892	1	5	3	2	2	2	2	20	body	3137975
